Full-Text Downloads for 2013-11-01 through 2014-01-31 for Berkeley Law Scholarship Repository					
Title	URL	First published	11/1/2013	12/1/2013	1/1/2014
Experience in California with Fair Trade Legislation Restricting Price Cutting	http://scholarship.law.berkeley.edu/californialawreview/vol24/iss6/2	7/24/2012	15	17	2
The Era of Multilateral Occupation	http://scholarship.law.berkeley.edu/bjil/vol24/iss1/1	9/24/2012	15	9	0
Relevance and Hearysay in Regina v. Kearley	http://scholarship.law.berkeley.edu/facpubs/244	9/17/2012	15	9	0
Economic Analysis of Punitive Damages	http://scholarship.law.berkeley.edu/facpubs/1216	9/18/2012	15	21	2
"Climate Change, Dead Zones, and Massive Problems in the Administrative State: A Guide for Whittling Away"	http://scholarship.law.berkeley.edu/californialawreview/vol98/iss1/2	7/9/2012	15	5	0
"Under Construction--LatCrit Consciousness, Community, and Theory"	http://scholarship.law.berkeley.edu/californialawreview/vol85/iss5/1	7/10/2012	15	3	0
Knowledge Accessibility and Preservation Policy for the Digital Age	http://scholarship.law.berkeley.edu/facpubs/1001	9/18/2012	15	2	0
Prison Litigation and Bureaucratic Development	http://scholarship.law.berkeley.edu/facpubs/273	9/17/2012	15	33	0
Tax Treatment of Compensation in Kind	http://scholarship.law.berkeley.edu/californialawreview/vol37/iss4/5	7/20/2012	15	20	0
Long Term Options and the Rule against Perpetuities--Part II	http://scholarship.law.berkeley.edu/californialawreview/vol37/iss2/4	7/20/2012	15	6	1
The Process of Prescribing Due Process	http://scholarship.law.berkeley.edu/californialawreview/vol49/iss2/2	7/19/2012	15	10	0
Determinants of the Death Rate from Robbery: A Detroit Time Study	http://scholarship.law.berkeley.edu/facpubs/1383	9/18/2012	15	27	0
Commercial Arbitration Agreements and the Uniform Commercial Code	http://scholarship.law.berkeley.edu/californialawreview/vol67/iss2/3	7/17/2012	15	13	0
The Domestic Status of the Human Rights Clauses of the United Nations Charter	http://scholarship.law.berkeley.edu/californialawreview/vol61/iss1/3	7/17/2012	15	12	0
International Economic Sanctions: Improving the Haphazard U.S. Legal Regime	http://scholarship.law.berkeley.edu/californialawreview/vol75/iss4/1	7/10/2012	15	9	1
A Special Aspect of Relevance: Countering Negative Inferences Associated with the Absence of Evidence	http://scholarship.law.berkeley.edu/californialawreview/vol66/iss5/4	7/17/2012	15	12	1
Jurisprudence of Public Choice	http://scholarship.law.berkeley.edu/facpubs/1324	9/18/2012	15	14	1
Insufficient Concern: A Unified Conception of Criminal Culpability	http://scholarship.law.berkeley.edu/californialawreview/vol88/iss3/14	7/10/2012	15	7	2
Mortgages and Trust Deeds: Enforcement of a Secured Debt in California	http://scholarship.law.berkeley.edu/californialawreview/vol31/iss4/5	7/20/2012	15	13	2
Clemency in California Capital Cases	http://scholarship.law.berkeley.edu/bjcl/vol14/iss1/2	2/15/2013	15	20	2
Search and Seizure: A Review of the Cases Since People v. Cahan	http://scholarship.law.berkeley.edu/californialawreview/vol45/iss1/3	7/19/2012	15	13	0
Tax Problems in the Trademark and Trade Name Field	http://scholarship.law.berkeley.edu/californialawreview/vol44/iss3/5	7/19/2012	15	10	1
Latino and Latina Critical Theory: An Annotated Bibliography	http://scholarship.law.berkeley.edu/californialawreview/vol85/iss5/9	7/10/2012	15	19	1
The Mere Evidence Rule: Limitations on Seizure under the Fourth Amendment	http://scholarship.law.berkeley.edu/californialawreview/vol54/iss5/6	7/17/2012	15	19	0
Legal Reform of Special Education: Empirical Studies and Procedural Proposals	http://scholarship.law.berkeley.edu/californialawreview/vol62/iss1/2	7/17/2012	15	5	1
"Private Health Insurance--Part Two--Problems, Pressures and Prospects"	http://scholarship.law.berkeley.edu/californialawreview/vol46/iss4/2	7/19/2012	15	13	0
Norm and Value	http://scholarship.law.berkeley.edu/californialawreview/vol54/iss4/9	7/17/2012	15	8	1
The U.S. Digital Agenda at WIPO	http://scholarship.law.berkeley.edu/facpubs/882	9/18/2012	15	12	3
The Mixed-Race Experience: Treatment of Racially Miscategorized Individuals under Title VII	http://scholarship.law.berkeley.edu/aalj/vol12/iss1/6	9/10/2013	15	11	0
Cultural Colonization in the Hollywood Film: The Harlem Debates-Part 2	http://scholarship.law.berkeley.edu/aalj/vol5/iss1/4	9/10/2013	15	22	0
Criminal Discovery: Dilemma Real or Apparent	http://scholarship.law.berkeley.edu/californialawreview/vol49/iss1/4	7/19/2012	15	11	1
Dismantling the Wall: Bisexuality and the Possibilities of Sexual Identity Classification Based on Acts	http://scholarship.law.berkeley.edu/bglj/vol10/iss1/12	9/24/2013	15	16	0
Crime Passionnel in French Courts	http://scholarship.law.berkeley.edu/californialawreview/vol6/iss5/2	7/24/2012	15	32	1
Legal Problems of Divorce Property Settlements in California	http://scholarship.law.berkeley.edu/californialawreview/vol39/iss2/6	7/20/2012	15	14	1
Injunctions against Occupational Hazards: The Right to Work under Safe Conditions	http://scholarship.law.berkeley.edu/californialawreview/vol64/iss3/2	7/17/2012	14	32	0
Rediscovering One Constitutional Case: Procedural Rules and the Rejection of the Gibbs Test for Supplemental Jurisdiction	http://scholarship.law.berkeley.edu/californialawreview/vol71/iss5/1	7/10/2012	14	37	2
Incomplete Federalism: Jurisdiction over Antitrust Matters in the European Economic Community	http://scholarship.law.berkeley.edu/californialawreview/vol52/iss1/4	7/17/2012	14	11	2
Big Law's Sixth Amendment: The Rise of Corporate White-Collar Practices in Large U.S. Law Firms	http://scholarship.law.berkeley.edu/facpubs/1164	9/18/2012	14	16	2
Contribution and Division of Damages in Admiralty and Maritime Cases	http://scholarship.law.berkeley.edu/californialawreview/vol45/iss3/2	7/19/2012	14	24	3
A Fiduciary Theory of Judging	http://scholarship.law.berkeley.edu/californialawreview/vol101/iss3/2	6/11/2013	14	7	1
Singer v. Magnavox Co.: Delaware Imposes Restrictions on Freezeout Mergers	http://scholarship.law.berkeley.edu/californialawreview/vol66/iss1/6	7/17/2012	14	11	0
Differential Treatment of Corporate Defendants by Juries: An Examination of the Deep-Pocket Hypothesis	http://scholarship.law.berkeley.edu/facpubs/727	9/18/2012	14	7	0
Section 5 of the Voting Rights Act of 1965 after Boerne: The Beginning of the End of Preclearance	http://scholarship.law.berkeley.edu/californialawreview/vol91/iss3/7	7/9/2012	14	12	0
Preemption and Privacy	http://scholarship.law.berkeley.edu/facpubs/72	9/17/2012	14	7	0
Against Consent	http://scholarship.law.berkeley.edu/facpubs/2077	8/15/2013	14	4	1
The Dutch Approach to Stalking Laws	http://scholarship.law.berkeley.edu/bjcl/vol3/iss1/2	2/19/2013	14	24	3
Harlan on My Mind: Chief Justice Roberts and the Affordable Care Act	http://scholarship.law.berkeley.edu/clrcircuit/3	8/27/2013	14	4	0
Potential Solutions to the Problem of Prenancy Discrimination in Maquiladoras Operated by U.S. Employers in Mexico	http://scholarship.law.berkeley.edu/bglj/vol13/iss1/12	9/24/2013	14	13	2
Hamdan v. Rumsfeld: The Functional Case for Foreign Affairs Deference to the Executive Branch	http://scholarship.law.berkeley.edu/facpubs/509	9/18/2012	14	14	0
Kenneth Starr: Diabolically Evil	http://scholarship.law.berkeley.edu/californialawreview/vol88/iss2/12	7/10/2012	14	4	1
In Defense of Resident Hiring Preferences: A Public Spending Exception to the Privileges and Immunities Clause	http://scholarship.law.berkeley.edu/californialawreview/vol86/iss6/3	7/10/2012	14	13	1
Berkeley Women's Law Journal: Ten Years of Giving Voice to Underrepresented Women and Their Concerns	http://scholarship.law.berkeley.edu/bglj/vol10/iss1/1	9/24/2013	14	6	0
An Improved Framework for Music Plagiarism Litigation	http://scholarship.law.berkeley.edu/californialawreview/vol76/iss2/5	7/10/2012	14	7	0
McDonnell Douglas Corp. v. Green Revisited: Why Non-Violent Civil Disobedience Should Be Protected from Retaliation by Title VII	http://scholarship.law.berkeley.edu/facpubs/816	9/18/2012	14	15	2
Deportation is Different: Noncitizens and Ineffective Assistance of Counsel	http://scholarship.law.berkeley.edu/californialawreview/vol89/iss3/3	7/10/2012	14	23	0
Reevaluation of the California Corpus Delicti Rule: A Response to the Invitation of Proposition 8	http://scholarship.law.berkeley.edu/californialawreview/vol78/iss6/4	8/15/2012	14	14	2
The High Cost of Merging with a Religiously-Controlled Hospital	http://scholarship.law.berkeley.edu/bglj/vol16/iss1/4	9/24/2013	14	15	3
Conflicts Law: More on Choice-Influencing Considerations	http://scholarship.law.berkeley.edu/californialawreview/vol54/iss4/7	7/17/2012	14	31	2
The Federal Loyalty-Security Program: A Proposed Statute	http://scholarship.law.berkeley.edu/californialawreview/vol44/iss1/4	7/19/2012	14	7	0
Convertible Securities- Legal Aspects and Draftsmanship	http://scholarship.law.berkeley.edu/californialawreview/vol19/iss1/1	7/24/2012	14	15	3
The Impact of Science and Technology on International Law: Introduction	http://scholarship.law.berkeley.edu/californialawreview/vol55/iss2/2	7/17/2012	14	22	0
Intent-Based Parenthood Held Inapplicable in Case of Lesbian Mothers	http://scholarship.law.berkeley.edu/bglj/vol9/iss1/13	9/24/2013	14	7	0
"Tamiflu, the Takings Clause, and Compulsory Licenses: An Exploration of the Government's Options for Accessing Medical Patents"	http://scholarship.law.berkeley.edu/californialawreview/vol95/iss2/5	7/9/2012	14	7	0
Decisions Rules and Conduct Rules:  On Acoustic Separation in Criminal Law	http://scholarship.law.berkeley.edu/facpubs/1802	12/7/2012	14	14	2
"Neglected Option: The Contributions of State Responsibility for Genocide to Transitional Justice, A"	http://scholarship.law.berkeley.edu/facpubs/1578	9/20/2012	14	23	1
Weighing the Value of Vagueness: An Economic Perspective on Precision in the Law	http://scholarship.law.berkeley.edu/californialawreview/vol82/iss3/4	7/10/2012	14	2	0
Gay-Straight Alliances and Free Speech: Are Parental Consent Laws Constitutional	http://scholarship.law.berkeley.edu/bglj/vol24/iss1/2	9/24/2013	14	35	1
"The Chinese Struggle for Civil Rights in Nineteenth Century America: The First Phase, 1850-1870"	http://scholarship.law.berkeley.edu/facpubs/1426	9/20/2012	14	9	0
"Scrutinizing Strict Scrutiny: Environmental Justice after Adarand Constructors, Inc. v. Pena"	http://scholarship.law.berkeley.edu/bjalp/vol11/iss1/9	4/26/2013	14	9	0
Turning Servile Opportunities to Gold: A Strategic Analysis of the Corporate Opportunities Doctrine	http://scholarship.law.berkeley.edu/facpubs/35	9/17/2012	14	24	0
Judicial Review: The Independent Judgment Anomaly	http://scholarship.law.berkeley.edu/californialawreview/vol44/iss2/7	7/19/2012	14	9	1
Unbundling Fair Uses	http://scholarship.law.berkeley.edu/facpubs/1521	9/20/2012	14	6	0
Embracing the Tar-Baby--LatCrit Theory and the Sticky Mess of Race	http://scholarship.law.berkeley.edu/californialawreview/vol85/iss5/10	7/10/2012	14	17	0
Unconstitutional Conditions: Welfare Benefits with Strings Attached	http://scholarship.law.berkeley.edu/californialawreview/vol54/iss2/8	7/17/2012	14	13	1
"Bakke, Minority Admissions, and the Usual Price of Racial Remedies"	http://scholarship.law.berkeley.edu/californialawreview/vol67/iss1/2	7/17/2012	14	16	0
Positive Theory as Normative Critique	http://scholarship.law.berkeley.edu/facpubs/1360	9/18/2012	14	11	1
Where All Belong: Religion and the Fight for LGBT Equality in Alabama	http://scholarship.law.berkeley.edu/bglj/vol21/iss1/8	9/24/2013	14	10	2
Incomplete Federalism: Jurisdiction over Antitrust Matters in the European Economic Community	http://scholarship.law.berkeley.edu/facpubs/1153	9/18/2012	14	15	1
Privacy on the Books and on the Ground	http://scholarship.law.berkeley.edu/facpubs/1305	9/18/2012	14	11	1
Conflict of Laws: Three Essays: Introductory Note	http://scholarship.law.berkeley.edu/californialawreview/vol55/iss1/2	7/17/2012	14	8	0
"Race, Ethnicity, Erasure: The Salience of Race to LatCrit Theory"	http://scholarship.law.berkeley.edu/facpubs/1822	12/7/2012	14	4	1
Negligent Homicide--A Study in Statutory Interpretation	http://scholarship.law.berkeley.edu/californialawreview/vol25/iss1/1	7/24/2012	14	25	1
Law as Mask--Legal Ritual and Relevance	http://scholarship.law.berkeley.edu/californialawreview/vol66/iss4/2	7/17/2012	14	5	0
Fidos and Fi-don’ts: Why The Supreme Court Should Have Found A Search In Illinois v. Caballes	http://scholarship.law.berkeley.edu/bjcl/vol9/iss1/1	2/19/2013	14	7	1
"Reflection on a Dream World: Race, Post-Race and the Question of Making It over"	http://scholarship.law.berkeley.edu/bjalp/vol11/iss1/2	4/26/2013	14	15	1
California Inheritance and Gift Taxes: A Summary	http://scholarship.law.berkeley.edu/californialawreview/vol43/iss1/2	7/19/2012	14	15	1
Decentralized Law for a Complex Economy: The Structural Approach to Adjudicating the New Law Merchant	http://scholarship.law.berkeley.edu/facpubs/154	9/17/2012	14	16	0
Grand Jury Indictment Based on Incompetent Evidence	http://scholarship.law.berkeley.edu/californialawreview/vol43/iss5/8	7/19/2012	14	22	1
"The Trouble with Trolls: Innovation, Rent-Seeking, and Patent Law Reform"	http://scholarship.law.berkeley.edu/facpubs/537	9/18/2012	14	16	0
"The Bricker Amendment and Congress's Failure to Check the Inflation of the Executive's Foreign Affairs Powers, 1951-1954"	http://scholarship.law.berkeley.edu/californialawreview/vol94/iss1/5	7/9/2012	14	10	0
Iraq's Delictual and Contractual Liabilities: Would Politics or International Law Provide for Better Resolution of Successor State Resonsibility	http://scholarship.law.berkeley.edu/bjil/vol22/iss3/8	9/24/2012	14	7	1
Positivism in Law & Economics	http://scholarship.law.berkeley.edu/californialawreview/vol78/iss4/1	7/10/2012	14	6	1
Enforcement of Option Agreements	http://scholarship.law.berkeley.edu/californialawreview/vol1/iss3/2	7/24/2012	14	9	1
Proposed Changes in Federal Taxation of Community Property: Estate and Gift Taxes	http://scholarship.law.berkeley.edu/californialawreview/vol30/iss5/2	7/24/2012	14	6	0
"Corporate Income Tax Reform in the United States: Proposals for Integration of the Corporate and Individual Income Taxes, and International Aspects"	http://scholarship.law.berkeley.edu/bjil/vol12/iss2/1	9/24/2012	14	11	0
"Good Cop, Bad Cop: Federal Prosecution of State-Legalized Medical Marijuana Use after United States v. Lopez"	http://scholarship.law.berkeley.edu/californialawreview/vol88/iss5/5	7/10/2012	14	22	1
Inefficiencies in the Information Thicket: A Case Study of Derivative Disclosures during the Financial Crisis	http://scholarship.law.berkeley.edu/facpubs/854	9/18/2012	14	9	0
Arguments against Joint Custody	http://scholarship.law.berkeley.edu/bglj/vol4/iss2/9	9/24/2013	14	44	4
In Name Only: The Portrayal of Lawyers on Television	http://scholarship.law.berkeley.edu/bjesl/vol1/iss2/4	5/2/2012	14	18	0
The Mortgagee's Remedies for Waste	http://scholarship.law.berkeley.edu/californialawreview/vol64/iss5/1	7/17/2012	14	13	1
Legal Research and the World of Thinkable Thoughts	http://scholarship.law.berkeley.edu/facpubs/694	9/18/2012	14	19	1
Jewish Women and Secular Courts: Helping a Jewish Woman Obtain a Get	http://scholarship.law.berkeley.edu/bglj/vol5/iss1/4	9/24/2013	14	12	0
Equitable and Legal Rights and Remedies under the New Federal Procedure	http://scholarship.law.berkeley.edu/californialawreview/vol31/iss2/1	7/20/2012	14	20	0
"Complicity, Cause and Blame: A Study in the Interpretation of Doctrine"	http://scholarship.law.berkeley.edu/californialawreview/vol73/iss2/2	7/10/2012	14	11	0
Constitutional Constraints	http://scholarship.law.berkeley.edu/californialawreview/vol97/iss4/1	7/9/2012	14	28	0
The Demise of the Political Necessity Defense: Indirect Civil Disobedience and United States v. Schoon	http://scholarship.law.berkeley.edu/californialawreview/vol81/iss1/6	7/10/2012	14	21	0
"Law, Cultural Conflict, and the Socialization of Children"	http://scholarship.law.berkeley.edu/californialawreview/vol91/iss4/2	7/9/2012	14	5	2
Discovery in State Administrative Adjudication	http://scholarship.law.berkeley.edu/californialawreview/vol56/iss3/6	7/17/2012	14	41	0
